OBJECTID,Field Pole Number,CITY_FACILITY_ID,Utility Pole Number,Fixture Type,Current Lamp Type,Current Wattage,Rate Change Submission Date,LED Conversion Status,Installation Date,Leotek Replacement Status,Replacement Date,LED Fixture,Part Number,Manufacturer,Control Device,Field Issues,Access Issues,Pole Material,Arm Length,Mounting Height,Light Shield,Pre-Conversion Lamp Type,Pre-Conversion Wattage,Pre-Replacement Lamp Type,Pre-Replaceent Wattage,Utility Address,Approximate Address,Latitude, Longitude,Tanko ID,Shape,x,y
72,RW1501,1501,RW1501,Decorative,LED,35,N/A,Converted to LED by the City of Berkeley,N/A,N/A,N/A,"Lumec Serenade Luminaire, Type III",S55-35W32LED4K-R-LE3,Lumec,N/A,None,N/A,Metal,2 ft,< 25 feet,N/A,HPS,70,N/A,N/A,ROSE WALK AT EUCLID,2514 Rose Walk,"37.883094, -122.261501",7729,,564941.4802000001,4193101.1887
73,RW1502,1502,RW1502,Decorative,LED,35,N/A,Converted to LED by the City of Berkeley,N/A,N/A,N/A,"Lumec Serenade Luminaire, Type III",S55-35W32LED4K-R-LE3,Lumec,N/A,None,N/A,Metal,2 ft,< 25 feet,N/A,HPS,70,N/A,N/A,ROSE WALK 125 FT E/O EUCLID AVE,2556 Rose Walk,"37.883134, -122.26112",7730,,564974.9495000001,4193105.892000001
74,RW2637,ROSE WALK LA LOMA,RW2637,Decorative,LED,35,N/A,Converted to LED by the City of Berkeley,N/A,N/A,N/A,"Lumec Serenade Luminaire, Type III",S55-35W32LED4K-R-LE3,Lumec,N/A,None,N/A,Metal,2 ft,< 25 feet,N/A,HPS,70,N/A,N/A,ROSE WALK AT LEROY AVE,2593 Rose Walk,"37.883192, -122.26079",7731,,565003.9182000002,4193112.5571
75,JA4,Need,JA4,Decorative,LED,35,N/A,Converted to LED by the City of Berkeley,N/A,N/A,N/A,"Lumec Serenade Luminaire, Type III",S55-35W32LED4K-R-LE3,Lumec,N/A,None,N/A,Metal,2 ft,< 25 feet,N/A,HPS,70,N/A,N/A,JERONIMUS ALLEY 1ST P/S/O CEDAR,1631 5th St,"37.872758, -122.299941",7814,,561569.7375999996,4191928.3312
76,JA3,Need,JA3,Decorative,LED,35,N/A,Converted to LED by the City of Berkeley,N/A,N/A,N/A,"Lumec Serenade Luminaire, Type III",S55-35W32LED4K-R-LE3,Lumec,N/A,None,N/A,Metal,2 ft,< 25 feet,N/A,HPS,70,N/A,N/A,JERONIMUS ALLEY 2ND P/S/O CEDAR,1621 5th St,"37.873135, -122.299943",7815,,561569.2478999998,4191970.1587000005
77,JA2,Need,JA2,Decorative,LED,35,N/A,Converted to LED by the City of Berkeley,N/A,N/A,N/A,"Lumec Serenade Luminaire, Type III",S55-35W32LED4K-R-LE3,Lumec,N/A,None,N/A,Metal,2 ft,< 25 feet,N/A,HPS,70,N/A,N/A,JERONIMUS ALLEY 3RD P/S/O CEDAR,1613 5th St,"37.873392, -122.300099",7816,,561555.3137999997,4191998.5703999996
78,JA1,Need,JA1,Decorative,LED,35,N/A,Converted to LED by the City of Berkeley,N/A,N/A,N/A,"Lumec Serenade Luminaire, Type III",S55-35W32LED4K-R-LE3,Lumec,N/A,None,N/A,Metal,2 ft,< 25 feet,N/A,HPS,70,N/A,N/A,JERONIMUS ALLEY 4TH P/S/O CEDAR,1607 5th St,"37.873695, -122.300173",7817,,561548.5535000004,4192032.1399000008
79,U225,NO CITY DATA,U225,Decorative,LED,60,N/A,Converted to LED by the City of Berkeley,N/A,N/A,N/A,"SimplyLED Retrofit Kit, High Bay",CLG-65-N40-AF-V450,SimplyLED,N/A,None,N/A,Concrete,2 ft,< 25 feet,N/A,HPS,70,N/A,N/A,UNIVERSITY MED OFF RAMP NB580 UM592,University Ave,"37.867008, -122.302511",7938,,561348.4726999998,4191288.6667
80,U227,NO CITY DATA,U227,Decorative,LED,60,N/A,Converted to LED by the City of Berkeley,N/A,N/A,N/A,"SimplyLED Retrofit Kit, High Bay",CLG-65-N40-AF-V450,SimplyLED,N/A,None,N/A,Concrete,2 ft,< 25 feet,N/A,HPS,70,N/A,N/A,UNIVERSITY MED OFF RAMP NB580 UM597,University Ave,"37.867032, -122.302405",7939,,561357.7763,4191291.3992
81,17308,NO CITY DATA,17308,Cobra Head,Unknown,Unknown,N/A,Converted to LED by Tanko Lighting in 2015,3/16/2015,Unable to replace LED: GE Cobra Head found in field,N/A,Unknown,Unknown,GE,Unknown,N/A,N/A,Unknown,Unknown,Unknown,N/A,HPS,70,N/A,N/A,ALVARADO RD 154,73 Alvarado Rd,"37.85798, -122.241048",4342,,566762.7435999997,4190329.1721
82,C1,NO CITY DATA,,Cobra Head,LED,74,5/29/2020,Converted to LED by Tanko Lighting in 2015,3/16/2015,LED Replaced by Tanko Lighting,3/19/2020,74W Type 3,EC3-10M2-MV-WW-3-GY-610-WL,Leotek,Photocell,None,None,Metal,2 ft,< 25 feet,None,HPS,200,LED,87,,2766 Park St,"37.8561259, -122.2837878",6485,,563004.5787000004,4190093.7518000007
83,B3411,3411,B3411,Cobra Head,LED,34,2/4/2020,Converted to LED by Tanko Lighting in 2015,3/11/2015,LED Replaced by Tanko Lighting,8/15/2019,34W Type 3,EC1-6M2-MV-WW-3-GY-420-WL,Leotek,Photocell,None,None,Wood,2 ft,< 25 feet,None,HPS,70,LED,42,CRAGMONT AND SHASTA,1196 Cragmont Blvd,"37.8880675, -122.2565144",3308,,565375.5960999997,4193656.4922
84,EU1500,EU1500,EU1500,Decorative,LED,30,N/A,Converted to LED by Tanko Lighting in 2015,3/11/2015,N/A,N/A,"Sensity Post Top, Type III",PT-100-3-UAC-40,Sensity,Photocell,None,N/A,Metal,2 ft,< 25 feet,N/A,HPS,100,N/A,N/A,EUCLID AVE 1500,1517 Euclid Ave,"37.88104, -122.261438",7105,,564948.8241999997,4192873.3367999997
85,EU1500,EU1500,EU1500,Decorative,LED,30,N/A,Converted to LED by Tanko Lighting in 2015,3/11/2015,N/A,N/A,"Sensity Post Top, Type III",PT-100-3-UAC-40,Sensity,Photocell,None,N/A,Metal,2 ft,< 25 feet,N/A,HPS,100,N/A,N/A,EUCLID AVE 1500,1517 Euclid Ave,"37.88104, -122.261438",7105,,564948.8241999997,4192873.3367999997
86,B3252,6404,B3252,Cobra Head,LED,34,2/4/2020,Converted to LED by Tanko Lighting in 2015,3/10/2015,LED Replaced by Tanko Lighting,11/7/2019,34W Type 3,EC1-6M2-MV-WW-3-GY-420-WL,Leotek,Photocell,None,None,Wood,2 ft,< 25 feet,None,HPS,70,LED,42,DERBY 150F W/O MILVIA,2727 Milvia St,"37.860039, -122.2688905",1731,,564311.699,4190538.0749999993
87,3530,3530,B3530,Cobra Head,LED,34,2/4/2020,Converted to LED by Tanko Lighting in 2015,3/10/2015,LED Replaced by Tanko Lighting,9/5/2019,34W Type 3,EC1-6M2-MV-WW-3-GY-420-WL,Leotek,Photocell,None,None,Metal,2 ft,25-30 feet,None,HPS,70,LED,42,CHABOLYN TERR 6016,6016 Chabolyn Ter,"37.851949, -122.244409",4307,,566472.4977000002,4189657.6238
88,B2211,NO CITY DATA,B2211,Cobra Head,LED,34,2/4/2020,Converted to LED by Tanko Lighting in 2015,3/10/2015,LED Replaced by Tanko Lighting,10/15/2019,34W Type 3,EC1-6M2-MV-WW-3-GY-420-WL,Leotek,Photocell,None,None,Wood,6 ft,25-30 feet,None,HPS,70,LED,42,62ND ST 792,1826 62nd St,"37.8471127, -122.2694654",4310,,564272.3493999997,4189103.4859999996
89,B2152b,2152,B2152,Cobra Head,LED,74,2/4/2020,Converted to LED by Tanko Lighting in 2015,3/10/2015,LED Replaced by Tanko Lighting,10/29/2019,74W Type 3,EC3-10M2-MV-WW-3-GY-610-WL,Leotek,Photocell,None,None,Wood,2 ft,25-30 feet,None,HPS,100,LED,87,7TH ST & GRAYSON,900 Grayson St,"37.85523, -122.2923895",6314,,562248.6382999998,4189988.5801999997
90,DE2928,DE2928,DE2928,Decorative,LED,40,N/A,Converted to LED by Tanko Lighting in 2015,3/10/2015,N/A,N/A,"Zenith, Type III",ECOSWAP-40W42LED4K-R-RLE3,Lumec,N/A,None,N/A,Metal,2 ft,< 25 feet,N/A,HPS,100,N/A,N/A,S/S DERBY 2/E/O WARRING DE2928,2928 Derby St,"37.862392, -122.247669",6913,,566176.3603999997,4190813.9771
91,WB2502,WB2502,WB2502,Decorative,LED,35,N/A,Converted to LED by Tanko Lighting in 2015,3/10/2015,N/A,N/A,"Lumec Serenade Luminaire, Type III",S55-35W32LED4K-R-LE3,Lumec,Photocell,None,N/A,Metal,2 ft,< 25 feet,N/A,HPS,100,N/A,N/A,WEBSTER ST 2502,2500 Webster St,"37.8556164, -122.2563537",7689,,565418.4167,4190056.091
92,S1019,S1019,B2661,Decorative,LED,35,N/A,Converted to LED by Tanko Lighting in 2015,3/10/2015,N/A,N/A,"Lumec Serenade Luminaire, Type III",S55-35W32LED4K-R-LE3,Lumec,Photocell,None,N/A,Metal,2 ft,< 25 feet,N/A,HPS,70,N/A,N/A,1023 SHATTUCK,1019 Shattuck Ave,"37.888682, -122.26912",7732,,564266.6211000001,4193715.9135999996
93,2932,STANNAGE 1138,2909,Cobra Head,LED,34,2/4/2020,Converted to LED by Tanko Lighting in 2015,3/9/2015,LED Replaced by Tanko Lighting,9/26/2019,34W Type 3,EC1-6M2-MV-WW-3-GY-420-WL,Leotek,Photocell,None,None,Metal,2 ft,25-30 feet,None,HPS,70,LED,42,STANNAGE HARRISON S/W,1138 Stannage Ave,"37.882841, -122.294757",4351,,562017.2176999999,4193050.4915999994
94,LA1992,LA1992,B4139,Decorative,Unknown,Unknown,N/A,Converted to LED by Tanko Lighting in 2015,3/9/2015,Unable to replace LED: Decorative found in field,N/A,Unknown,Unknown,Unknown,Unknown,N/A,N/A,Unknown,Unknown,Unknown,N/A,HPS,70,N/A,N/A,LOS ANGELES 1992,The Circle,"37.8901331, -122.2726915",4792,,563951.318,4193874.4619999994
95,RL2630,RL2630,RL2630,Decorative,LED,35,N/A,Converted to LED by Tanko Lighting in 2015,3/6/2015,N/A,N/A,"Lumec Serenade Luminaire, Type III",S55-35W32LED4K-R-LE3,Lumec,Photocell,None,N/A,Metal,2 ft,< 25 feet,N/A,HPS,100,N/A,N/A,RUSSELL ST 2630,2901 Benvenue Ave,"37.8583162, -122.2539546",12,,565627.0741999997,4190357.3223
96,3900,NO CITY DATA,,Cobra Head,LED,34,N/A,Converted to LED by Tanko Lighting in 2015,3/6/2015,LED Replaced by City of Berkeley,5/6/2020,34W Type 3,EC1-6M2-MV-WW-3-GY-420-WL,Leotek,Photocell,None,Access Issue: Berkeley Corporation Yard,Metal,6 ft,25-30 feet,N/A,HPS,100,N/A,N/A,,Charlie Dorr Mini Park,"37.866396, -122.2845204",4458,,562931.398,4191232.741800001
97,7476,NO CITY DATA,B7476,Cobra Head,LED,34,N/A,Converted to LED by Tanko Lighting in 2015,3/6/2015,LED Replaced by City of Berkeley,5/6/2020,34W Type 3,EC1-6M2-MV-WW-3-GY-420-WL,Leotek,Photocell,None,Access Issue: Berkeley Corporation Yard,Metal,6 ft,25-30 feet,N/A,HPS,100,N/A,N/A,ACTON ST 2218,Charlie Dorr Mini Park,"37.8663969, -122.2844776",4459,,562935.1618999997,4191232.8705
98,CCP15,NO CITY DATA,CCP15,Decorative,LED,65,N/A,Converted to LED by Tanko Lighting in 2015,3/6/2015,N/A,N/A,"Zenith, Type III",ECOSWAP-65W42LED4K-R-RLE3,Lumec,N/A,None,N/A,Metal,2 ft,< 25 feet,N/A,HPS,70,N/A,N/A,MARTIN LUTHER KING JR MEMORIAL PARK,1921 Allston Way,"37.8690203, -122.2722047",6928,,564012.3932999996,4191532.287900001
99,CCP22,NO CITY DATA,CCP22,Decorative,LED,65,N/A,Converted to LED by Tanko Lighting in 2015,3/6/2015,N/A,N/A,"Zenith, Type III",ECOSWAP-65W42LED4K-R-RLE3,Lumec,N/A,None,N/A,Metal,2 ft,< 25 feet,N/A,HPS,70,N/A,N/A,MARTIN LUTHER KING JR MEMORIAL PARK,2180 Milvia St,"37.8694, -122.271295",6935,,564092.0769999996,4191575.0406
100,CCP5,CCP5,CCP5,Decorative,LED,65,N/A,Converted to LED by Tanko Lighting in 2015,3/6/2015,N/A,N/A,"Zenith, Type III",ECOSWAP-65W42LED4K-R-RLE3,Lumec,N/A,None,N/A,Metal,2 ft,< 25 feet,N/A,HPS,70,N/A,N/A,MARTIN LUTHER KING JR MEMORIAL PARK,1912 Center St,"37.8696729, -122.2714482",6940,,564078.3660000004,4191605.2141999993
101,YC5,NO CITY DATA,,Decorative,LED,30,N/A,Converted to LED by Tanko Lighting in 2015,3/6/2015,N/A,N/A,"Sensity Post Top, Type V",PT-100-5-UAC-40,Sensity,Shorting Cap,None,N/A,Metal,2 ft,< 25 feet,N/A,HPS,70,N/A,N/A,,1 Seawall Dr,"37.865955, -122.317142",7363,,560062.4250999996,4191162.3188000005
102,BLRM9W,BLRM09W,,Decorative,LED,42,N/A,Converted to LED by Tanko Lighting in 2015,3/6/2015,N/A,N/A,"Sensity Post Top, Type V",PT-150-5-UAC-40,Sensity,N/A,None,N/A,Fiberglass,2 ft,< 25 feet,N/A,HPS,70,N/A,N/A,,2 Spinnaker Way,"37.869591, -122.318046",7382,,559979.9631000003,4191565.157299999
103,PD2334,PD2334,PD2334,Decorative,LED,42,N/A,Converted to LED by Tanko Lighting in 2015,3/6/2015,N/A,N/A,"Sensity Post Top, Type V",PT-150-5-UAC-40,Sensity,Photocell,None,N/A,Metal,2 ft,< 25 feet,N/A,HPS,70,N/A,N/A,PIEDMONT 2334,2328 Piedmont Ave,"37.8683861, -122.2522633",7420,,565766.9041999998,4191475.786699999
104,BLRM9E,BLRM09E,,Decorative,LED,42,N/A,Converted to LED by Tanko Lighting in 2015,3/6/2015,N/A,N/A,"Sensity Post Top, Type V",PT-150-5-UAC-40,Sensity,Photocell,None,N/A,Fiberglass,2 ft,25-30 feet,N/A,HPS,1000,N/A,N/A,,2 Spinnaker Way,"37.869598, -122.318019",7481,,559982.3322000001,4191565.951300001
105,WAL1S,WAL1S,,Decorative,LED,42,N/A,Converted to LED by Tanko Lighting in 2015,3/6/2015,N/A,N/A,"Sensity Post Top, Type V",PT-150-5-UAC-40,Sensity,Photocell,None,N/A,Fiberglass,2 ft,< 25 feet,N/A,HPS,70,N/A,N/A,,225 University Ave,"37.863963, -122.314367",7504,,560308.1332999999,4190943.092700001
106,WAL1N,WAL1N,,Decorative,LED,42,N/A,Converted to LED by Tanko Lighting in 2015,3/6/2015,N/A,N/A,"Sensity Post Top, Type V",PT-150-5-UAC-40,Sensity,Photocell,None,N/A,Fiberglass,2 ft,< 25 feet,N/A,HPS,100,N/A,N/A,,225 University Ave,"37.863988, -122.314378",7505,,560307.1453999998,4190945.8594000004
107,NN104,EU1829,NN104,Decorative,LED,55,N/A,Converted to LED by Tanko Lighting in 2015,3/6/2015,N/A,N/A,"Sensity Post Top, Type V",PT-175-5-UAC-40,Sensity,Photocell,None,N/A,Metal,2 ft,< 25 feet,N/A,HPS,100,N/A,N/A,EUCLID AVE 1829,1829 Euclid Ave,"37.875668, -122.260201",7538,,565062.3323999997,4192278.1641000006
108,CCP14,NO CITY DATA,CCP14,Decorative,LED,55,N/A,Converted to LED by Tanko Lighting in 2015,3/6/2015,N/A,N/A,"Sensity Post Top, Type V",PT-175-5-UAC-40,Sensity,N/A,None,N/A,Metal,2 ft,< 25 feet,N/A,HPS,70,N/A,N/A,MARTIN LUTHER KING JR MEMORIAL PARK,2181 Martin Luther King Jr Way,"37.869132, -122.272382",7644,,563996.7022000002,4191544.5595999993
109,7482,NO CITY DATA,B7482,Decorative,LED,35,N/A,Converted to LED by Tanko Lighting in 2015,3/6/2015,N/A,N/A,"Lumec Serenade Luminaire, Type III",S55-35W32LED4K-R-LE3,Lumec,N/A,None,N/A,Metal,2 ft,< 25 feet,N/A,HPS,70,N/A,N/A,RUSSELL ST 2670,2642 Russell St,"37.858355, -122.253736",7743,,565646.2696000002,4190361.7808999997
110,OHPPLI17,OHPPLI17,OHPPLI17,Decorative,LED,55,N/A,Converted to LED by Tanko Lighting in 2015,3/6/2015,N/A,N/A,"Lumec Serenade Luminaire, Type V",S55-55W32LED4K-R-LE5,Lumec,N/A,None,N/A,Metal,2 ft,< 25 feet,N/A,HPS,70,N/A,N/A,HEARST AVE 1947,1807 Bonita Ave,"37.873697, -122.271805",7782,,564043.5001999997,4192051.4507
111,1865,NO CITY DATA,B1865,Decorative,LED,55,N/A,Converted to LED by Tanko Lighting in 2015,3/6/2015,N/A,N/A,"Lumec Serenade Luminaire, Type V",S55-55W32LED4K-R-LE5,Lumec,Photocell,None,N/A,Metal,2 ft,< 25 feet,N/A,HPS,70,N/A,N/A,BONITA AVE 1865,1807 Bonita Ave,"37.873811, -122.271869",7841,,564037.7726999996,4192064.055299999
112,OHP2,OHPPLI02,OHP2,Decorative,LED,55,N/A,Converted to LED by Tanko Lighting in 2015,3/5/2015,N/A,N/A,"Lumec Serenade Luminaire, Type V",S55-55W32LED4K-R-LE5,Lumec,Photocell,None,N/A,Metal,2 ft,< 25 feet,N/A,HPS,70,N/A,N/A,OHLONE PARK,1739 Sacramento St,"37.873117, -122.281697",16,,563173.9996999996,4191980.3562000003
113,SKP19,SKP10,SKP19,Decorative,LED,48,N/A,Converted to LED by Tanko Lighting in 2015,3/5/2015,N/A,N/A,SimplyLED Retrofit Kit,ALD-50-N40-V450,SimplyLED,Photocell,None,N/A,Metal,2 ft,< 25 feet,N/A,HPS,70,N/A,N/A,WEST ADM LOT MARINA,71 Seawall Dr,"37.86392, -122.316746",98,,560098.9094000002,4190936.7874
114,3982,3982,B3982,Cobra Head,Unknown,Unknown,N/A,Converted to LED by Tanko Lighting in 2015,3/5/2015,Unable to replace LED: GE Cobra Head found in field,N/A,Unknown,Unknown,GE,Unknown,N/A,N/A,Unknown,Unknown,Unknown,N/A,HPS,70,N/A,N/A,ALTA VISTA 75 E/O SANTA BARBARA RD,731 Santa Barbara Rd,"37.89729, -122.270492",3422,,564138.5097000003,4194670.046599999
115,3997,NO CITY DATA,B3997,Unknown,Unknown,Unknown,N/A,Converted to LED by Tanko Lighting in 2015,3/5/2015,Unable to replace LED: Non-Leotek fixture found in field,N/A,Unknown,Unknown,Unknown,Unknown,N/A,Access Issue: City Pathway,Unknown,Unknown,Unknown,N/A,HPS,70,N/A,N/A,MARYLAND WALK,439 Boynton Ave,"37.902784, -122.275487",4349,,563694.6070999997,4195276.195900001
116,U583,U0583,U583,Cobra Head,LED,74,2/4/2020,Converted to LED by Tanko Lighting in 2015,3/5/2015,LED Replaced by Tanko Lighting,11/20/2019,74W Type 3,EC3-10M2-MV-WW-3-GY-610-WL,Leotek,Photocell,None,None,Metal,2 ft,25-30 feet,None,HPS,70,LED,87,N/S UNIVERSITY 6/5/O 2ND ST U583 OP,University Ave,"37.8672973, -122.3016569",4837,,561423.3569,4191321.3267
117,7477,NO CITY DATA,B7477,Decorative,LED,40,N/A,Converted to LED by Tanko Lighting in 2015,3/5/2015,N/A,N/A,"Zenith, Type III",ECOSWAP-40W42LED4K-R-RLE3,Lumec,N/A,None,N/A,Metal,2 ft,< 25 feet,N/A,HPS,70,N/A,N/A,WALKER ST 2733,2708 Walker St,"37.8600945, -122.2661563",6918,,564552.1664000005,4190546.119999999
118,PB34,PB34,,Cobra Head,LED,39,N/A,Converted to LED by Tanko Lighting in 2015,3/5/2015,N/A,N/A,GE Cobra Head,ERS102XAX7407,GE,N/A,None,N/A,Metal,2 ft,< 25 feet,N/A,HPS,70,N/A,N/A,,W Frontage Rd,"37.8649662, -122.3045004",6970,,561175.1786000002,4191060.8200000003
119,FA70,FA70,B4018,Decorative,LED,30,N/A,Converted to LED by Tanko Lighting in 2015,3/5/2015,N/A,N/A,"Sensity Post Top, Type III",PT-100-3-UAC-40,Sensity,N/A,None,N/A,Metal,2 ft,< 25 feet,N/A,HPS,70,N/A,N/A,FLORIDA 60,70 Florida Ave,"37.90047, -122.272743",7178,,563937.8475000001,4195021.329700001
120,BMI451,MI451,MI451,Decorative,LED,30,N/A,Converted to LED by Tanko Lighting in 2015,3/5/2015,N/A,N/A,"Sensity Post Top, Type III",PT-100-3-UAC-40,Sensity,N/A,None,N/A,Wood,2 ft,< 25 feet,N/A,HPS,70,N/A,N/A,MICHIGAN 444,451 Michigan Ave,"37.901532, -122.272492",7183,,563958.9956999999,4195139.3332
121,RS7,NO CITY DATA,RS7,Decorative,LED,42,N/A,Converted to LED by Tanko Lighting in 2015,3/5/2015,N/A,N/A,"Sensity Post Top, Type V",PT-150-5-UAC-40,Sensity,N/A,None,N/A,Metal,2 ft,< 25 feet,N/A,HPS,70,N/A,N/A,UNIVERSITY AMTRAK PARKING LOT,727 University Ave,"37.867624, -122.300166",7409,,561554.2200999996,4191358.5568000004
122,SP2480,NO CITY DATA,SP2480,Decorative,LED,42,N/A,Converted to LED by Tanko Lighting in 2015,3/5/2015,N/A,N/A,"Sensity Post Top, Type V",PT-150-5-UAC-40,Sensity,Photocell,None,N/A,Metal,2 ft,< 25 feet,N/A,HPS,70,N/A,N/A,SAN PABLO AVE,1105 University Ave,"37.8693281, -122.2920511",7457,,562266.5445999997,4191553.0124999993
123,YC3W,YC3W,,Decorative,LED,42,N/A,Converted to LED by Tanko Lighting in 2015,3/5/2015,N/A,N/A,"Sensity Post Top, Type V",PT-150-5-UAC-40,Sensity,Photocell,None,N/A,Fiberglass,2 ft,< 25 feet,N/A,HPS,70,N/A,N/A,,19 Seawall Dr,"37.865329, -122.317372",7520,,560042.7027000003,4191092.7151999995
124,SR400,5407,B5407,Decorative,LED,35,N/A,Converted to LED by Tanko Lighting in 2015,3/5/2015,N/A,N/A,"Lumec Serenade Luminaire, Type III",S55-35W32LED4K-R-LE3,Lumec,Photocell,None,N/A,Metal,2 ft,< 25 feet,N/A,HPS,100,N/A,N/A,SPRUCE 75/F WOGRIZZLY,400 Grizzly Peak Blvd,"37.904358, -122.27008",7710,,564168.5959000001,4195454.5418
125,LOP2,LIVE OAK PARK,,Decorative,LED,55,N/A,Converted to LED by Tanko Lighting in 2015,3/5/2015,N/A,N/A,"Lumec Serenade Luminaire, Type V",S55-55W32LED4K-R-LE5,Lumec,N/A,None,N/A,Metal,2 ft,< 25 feet,N/A,HPS,70,N/A,N/A,,1221 Shattuck Ave,"37.884789, -122.269653",7787,,564223.1349,4193283.6097
126,7481,NO CITY DATA,B7481,Decorative,LED,55,N/A,Converted to LED by Tanko Lighting in 2015,3/5/2015,N/A,N/A,"Lumec Serenade Luminaire, Type V",S55-55W32LED4K-R-LE5,Lumec,Photocell,None,N/A,Metal,2 ft,< 25 feet,N/A,HPS,70,N/A,N/A,WEST ST 2178,1255 Allston Way,"37.867475, -122.286126",7791,,562789.2569000004,4191351.3773
127,7480,NO CITY DATA,B7480,Decorative,LED,55,N/A,Converted to LED by Tanko Lighting in 2015,3/5/2015,N/A,N/A,"Lumec Serenade Luminaire, Type V",S55-55W32LED4K-R-LE5,Lumec,Photocell,None,N/A,Metal,2 ft,< 25 feet,N/A,HPS,70,N/A,N/A,WEST ST 2118,2116 West St,"37.868557, -122.286204",7793,,562781.4781,4191471.3746000007
128,7502,NO CITY DATA,,Decorative,LED,55,N/A,Converted to LED by Tanko Lighting in 2015,3/5/2015,N/A,N/A,"Lumec Serenade Luminaire, Type V",S55-55W32LED4K-R-LE5,Lumec,Photocell,None,N/A,Metal,2 ft,< 25 feet,N/A,HPS,70,N/A,N/A,,2123 Bonar St,"37.867697, -122.286519",7836,,562754.5016000001,4191375.7443000004
129,6960,NO CITY DATA,B6960,Decorative,LED,30,N/A,Converted to LED by Tanko Lighting in 2015,3/5/2015,N/A,N/A,SimplyLED Retrofit Kit,WMA-30-N40-V350,SimplyLED,Photocell,None,N/A,Metal,2 ft,< 25 feet,N/A,HPS,70,N/A,N/A,ROSE ST 2752,1401 Greenwood Ter,"37.883505, -122.258164",7851,,565234.5678000003,4193149.1180000007
130,AT974,AT974,AT974,Decorative,LED,30,N/A,Converted to LED by Tanko Lighting in 2015,3/5/2015,N/A,N/A,"Sensity Post Top, Type V",PT-100-5-UAC-40,Sensity,N/A,2014-2015: Damaged Fixture,N/A,Metal,2 ft,< 25 feet,N/A,HPS,100,N/A,N/A,ARLINGTON 30FNO CIRCLE 974,Arlington Ave,"37.890649, -122.2723294",7886,,563982.7109000003,4193931.9505000003
131,HN2016,EN2016,HN2016,Decorative,LED,35,N/A,Converted to LED by Tanko Lighting in 2015,3/5/2015,N/A,N/A,"Lumec Serenade Luminaire, Type III",S55-35W32LED4K-R-LE3,Lumec,Photocell,None,N/A,Metal,2 ft,< 25 feet,N/A,HPS,100,N/A,N/A,EUNICE 2109,2018 Eunice St,"37.8853712, -122.2714256",7928,,564066.7545999996,4193346.987299999
132,SC2933,SC2933,SC2933,Decorative,LED,48,N/A,Converted to LED by Tanko Lighting in 2015,3/4/2015,N/A,N/A,SimplyLED Retrofit Kit,ALD-50-N40-V450,SimplyLED,N/A,None,N/A,Metal,2 ft,< 25 feet,N/A,HPS,70,N/A,N/A,SACRAMENTO 2933 SC2933,2929 Sacramento St,"37.8543067, -122.2791178",43,,563416.9585999995,4189895.070699999
133,EPL8,NO CITY DATA,,Decorative,LED,48,N/A,Converted to LED by Tanko Lighting in 2015,3/4/2015,N/A,N/A,SimplyLED Retrofit Kit,ALD-50-N40-V450,SimplyLED,N/A,None,N/A,Metal,2 ft,< 25 feet,N/A,HPS,100,N/A,N/A,,2936 College Ave,"37.857563, -122.253632",86,,565656.1207999997,4190273.9803
134,EPL9,NO CITY DATA,,Decorative,LED,48,N/A,Converted to LED by Tanko Lighting in 2015,3/4/2015,N/A,N/A,SimplyLED Retrofit Kit,ALD-50-N40-V450,SimplyLED,N/A,None,N/A,Metal,2 ft,< 25 feet,N/A,HPS,100,N/A,N/A,,2917 Benvenue Ave,"37.857757, -122.253764",87,,565644.3367999997,4190295.4121000003
135,EPL4,NO CITY DATA,,Decorative,LED,48,N/A,Converted to LED by Tanko Lighting in 2015,3/4/2015,N/A,N/A,SimplyLED Retrofit Kit,ALD-50-N40-V450,SimplyLED,N/A,None,N/A,Metal,2 ft,< 25 feet,N/A,HPS,100,N/A,N/A,,2930 College Ave,"37.857829, -122.253592",88,,565659.4035,4190303.5216000006
136,EPL10,ELMWOOD PKNG LOT 10 OF 14 METE,,Decorative,LED,48,N/A,Converted to LED by Tanko Lighting in 2015,3/4/2015,N/A,N/A,SimplyLED Retrofit Kit,ALD-50-N40-V450,SimplyLED,N/A,None,N/A,Metal,2 ft,< 25 feet,N/A,HPS,100,N/A,N/A,,2914 College Ave,"37.85793, -122.253545",89,,565663.4484999999,4190314.7608000003
137,EPL11,ELMWOOD PKNG LOT 11 OF 14 METE,,Decorative,LED,48,N/A,Converted to LED by Tanko Lighting in 2015,3/4/2015,N/A,N/A,SimplyLED Retrofit Kit,ALD-50-N40-V450,SimplyLED,N/A,None,N/A,Metal,2 ft,< 25 feet,N/A,HPS,100,N/A,N/A,,2638 Russell St,"37.858006, -122.253767",90,,565643.8520999998,4190323.0370000005
138,EPL12,ELMWOOD PKNG LOT 12 OF 14 METE,,Decorative,LED,48,N/A,Converted to LED by Tanko Lighting in 2015,3/4/2015,N/A,N/A,SimplyLED Retrofit Kit,ALD-50-N40-V450,SimplyLED,N/A,None,N/A,Metal,2 ft,< 25 feet,N/A,HPS,100,N/A,N/A,,2642 Russell St,"37.858033, -122.253666",91,,565652.7128999997,4190326.103700001
