the_geom,t_addl,street_nam,f_addl,x,t_zip,fullname,i_strno,z,speed,y,str_nam,id,mounttype,poletype
POINT (-122.26814068974633 37.87113225971758),2099,ADDISON,2091,564368.005878,94704,ADDISON,100,24.18,25,4191769.40892,BERKELEY SQ,623,Single Pole,SINGLE POLE
POINT (-122.26784481755504 37.871167538907315),2099,ADDISON,2091,564393.997684,94704,ADDISON,100,24.545,25,4191773.52741,BERKELEY SQ,624,Single Pole,SINGLE POLE
POINT (-122.26813605742525 37.871260208005),2099,ADDISON,2091,564368.301772,94704,ADDISON,82,25.123,25,4191783.60841,SHATTUCK AVE,625,Single Pole,SINGLE POLE
POINT (-122.26787058390244 37.87129677489539),2099,ADDISON,2091,564391.619548,94704,ADDISON,82,28.723,25,4191787.84795,SHATTUCK AVE,626,Single Pole,SINGLE POLE
POINT (-122.26769221780398 37.87043381817277),0,BERKELEY,0,564408.058006,94704,BERKELEY,2119,25.128,25,4191692.22509,CENTER ST,627,Single Pole,SINGLE POLE
POINT (-122.26758577572912 37.87133380584437),2117,ADDISON,2101,564416.636121,94704,ADDISON,2037,25.154,25,4191792.15415,SHATTUCK AVE,628,Single Pole,SINGLE POLE
POINT (-122.26757751193527 37.87121347078104),2117,ADDISON,2101,564417.468271,94704,ADDISON,2104,24.887,25,4191778.8079,ADDISON ST,629,Single Pole,SINGLE POLE
POINT (-122.26578187552758 37.87073906036158),2119,OXFORD,2101,564575.812407,94720,OXFORD,2301,33.022,25,4191727.41215,BANCROFT WAY,630,Single Pole,SINGLE POLE
POINT (-122.2659109013931 37.870701805199964),2119,OXFORD,2101,564564.497219,94704,OXFORD,2150,33.345,25,4191723.18992,ADDISON ST,631,Single Pole,SINGLE POLE
POINT (-122.27313810542054 37.87142748767773),1899,UNIVERSITY,1801,563928.215975,94703,UNIVERSITY,1840,22.554,35,4191798.73025,UNIVERSITY AVE,632,Single Pole,SINGLE POLE
POINT (-122.27316441912451 37.87164719938083),1899,UNIVERSITY,1801,563925.711223,94704,UNIVERSITY,1950,25.151,35,4191823.08946,M L KING JR WAY,633,Pole Mast,MASTARM POLE
POINT (-122.27309295456656 37.87140332017755),2099,MARTIN LUTHER KING J,2001,563932.207023,94703,MARTIN LUTHER KING J,1840,22.453,35,4191796.07947,UNIVERSITY AVE,634,Pole Mast,MASTARM POLE
POINT (-122.26827446308248 37.87230236542095),1999,SHATTUCK,1951,564355.222568,94704,SHATTUCK,1987,30.263,35,4191899.1426,SHATTUCK AVE,635,Single Pole,SINGLE POLE
POINT (-122.26789066683301 37.872072716104775),0,SHATTUCK,0,564389.177218,94704,SHATTUCK,48,25.657,25,4191873.92722,SHATTUCK SQ,636,Single Pole,SINGLE POLE
POINT (-122.26577069756999 37.87053070850404),0,WEST CRESCENT,0,564576.977585,94720,WEST CRESCENT,2301,32.423,25,4191704.30305,BANCROFT WAY,637,Single Pole,SINGLE POLE
POINT (-122.26774097440386 37.87233732720755),2153,UNIVERSITY,2111,564402.112306,94704,UNIVERSITY,2119,26.827,25,4191903.38949,UNIVERSITY AVE,638,Single Pole,SINGLE POLE
POINT (-122.26766003018236 37.87214831324081),2153,UNIVERSITY,2111,564409.396519,94704,UNIVERSITY,2015,25.85,25,4191882.47323,SHATTUCK AVE,639,Single Pole,SINGLE POLE
POINT (-122.27291893020191 37.871728198618285),1999,MARTIN LUTHER KING J,1921,563947.232517,94704,MARTIN LUTHER KING J,1901,24.462,35,4191832.24474,UNIVERSITY AVE,640,Pole Mast,MASTARM POLE
POINT (-122.27289813487026 37.87167115091805),1999,MARTIN LUTHER KING J,1921,563949.11035,94704,MARTIN LUTHER KING J,1901,19.525,35,4191825.92918,UNIVERSITY AVE,641,Single Pole,SINGLE POLE
POINT (-122.26626622600398 37.8723378387906),2199,UNIVERSITY,2155,564531.817748,94704,UNIVERSITY,2199,27.279,25,4191904.46482,ADDISON ST,642,Single Pole,SINGLE POLE
POINT (-122.26625912900228 37.87251642867633),2199,UNIVERSITY,2155,564532.286412,94704,UNIVERSITY,1990,37.67,25,4191924.28464,OXFORD ST,643,Single Pole,SINGLE POLE
POINT (-122.26610661936122 37.872317530199794),2099,OXFORD,2001,564545.873344,94704,OXFORD,2199,35.644,25,4191902.32177,ADDISON ST,644,Single Pole,SINGLE POLE
POINT (-122.26620587504493 37.87227666605116),2099,OXFORD,2001,564537.179841,94704,OXFORD,2199,34.437,25,4191897.71963,ADDISON ST,645,Single Pole,SINGLE POLE
POINT (-122.26110529472805 37.872236036619775),0,UNNAMED UC BERKELEY,0,564985.816734,94720,UNNAMED UC BERKELEY,2301,-24.84,25,4191896.75116,BANCROFT WAY,646,Single Pole,SINGLE POLE
POINT (-122.26589972364233 37.87233828318522),0,CRESCENT,0,564564.051444,94720,CRESCENT,2301,25.148,25,4191904.76713,BANCROFT WAY,647,Single Pole,SINGLE POLE
POINT (-122.2658540458485 37.87241070732141),0,CRESCENT,0,564568.006712,94720,CRESCENT,2301,25.071,25,4191912.83499,BANCROFT WAY,648,Single Pole,SINGLE POLE
POINT (-122.26638215878232 37.8733596150851),2199,BERKELEY,2161,564520.730389,94704,BERKELEY,1910,35.141,25,4192017.75313,OXFORD ST,649,Single Pole,SINGLE POLE
POINT (-122.26635277031981 37.873391959546666),2199,BERKELEY,2161,564523.287028,94704,BERKELEY,1910,35.165,25,4192021.36164,OXFORD ST,650,Single Pole,SINGLE POLE
POINT (-122.30118810661251 37.87935725869813),899,GILMAN,831,561454.570601,94710,GILMAN,830,-24.202,35,4192659.70883,GILMAN ST,651,Pole Mast,MASTARM POLE
POINT (-122.26697464753067 37.88058611119188),2223,VINE,2201,564462.322584,94709,VINE,1449,54.506,25,4192819.13725,OXFORD ST,652,Single Pole,SINGLE POLE
POINT (-122.2689517247677 37.87836766675404),2119,CEDAR,2101,564290.384917,94709,CEDAR,1607,41.358,35,4192571.63275,SHATTUCK AVE,653,Single Pole,SINGLE POLE
POINT (-122.2689820722593 37.87834445319504),2119,CEDAR,2101,564287.735993,94709,CEDAR,1607,41.182,35,4192569.03665,SHATTUCK AVE,654,Single Pole,SINGLE POLE
POINT (-122.26102367841418 37.87954287531885),1599,EUCLID,1571,564986.575357,94708,EUCLID,1595,86.724,25,4192707.51671,EUCLID AVE,655,Single Pole,SINGLE POLE
POINT (-122.26943082705614 37.880123487492135),2099,VINE,2025,564246.724839,94709,VINE,2044,42.707,25,4192766.11457,VINE ST,656,Pole Mast,MASTARM POLE
POINT (-122.26946359696771 37.880162805044264),2099,VINE,2025,564243.808829,94709,VINE,2044,44.351,25,4192770.45464,VINE ST,657,Single Pole,SINGLE POLE
POINT (-122.26945869016626 37.88029278750845),2099,VINE,2025,564244.127713,94709,VINE,1480,41.798,25,4192784.87957,SHATTUCK AVE,658,Single Pole,SINGLE POLE
POINT (-122.26949931593519 37.880260557109786),2099,VINE,2025,564240.58352,94709,VINE,1480,42.866,25,4192781.27561,SHATTUCK AVE,659,Single Pole,SINGLE POLE
POINT (-122.26912191243542 37.87851372306894),1599,SHATTUCK,1501,564275.290817,94709,SHATTUCK,1550,47.138,35,4192587.72005,SHATTUCK AVE,660,Single Pole,SINGLE POLE
POINT (-122.26903448653248 37.87850366894747),1599,SHATTUCK,1501,564282.988474,94709,SHATTUCK,1549,40.618,35,4192586.66521,SHATTUCK AVE,661,Single Pole,SINGLE POLE
POINT (-122.26931158469667 37.880153056923625),1599,SHATTUCK,1501,564257.186211,94709,SHATTUCK,2100,38.752,35,4192769.47753,VINE ST,662,Single Pole,SINGLE POLE
POINT (-122.26916045269539 37.88031993179714),2139,VINE,2105,564270.331839,94709,VINE,1495,45.138,25,4192788.09619,SHATTUCK AVE,663,Single Pole,SINGLE POLE
POINT (-122.26914195749437 37.88018760131114),2139,VINE,2105,564272.072881,94709,VINE,2100,45.695,25,4192773.42664,VINE ST,664,Single Pole,SINGLE POLE
POINT (-122.26917620734476 37.880158957330586),2139,VINE,2105,564269.085765,94709,VINE,2100,44.332,25,4192770.22538,VINE ST,665,Single Pole,SINGLE POLE
POINT (-122.26620571197193 37.87428162220296),1899,OXFORD,1701,564535.444776,94709,OXFORD,1899,34.615,25,4192120.17285,OXFORD ST,666,Single Pole,SINGLE POLE
POINT (-122.28311461801127 37.8789143758954),1499,ROSE,1493,563044.378422,94702,ROSE,1475,6.811,35,4192622.62774,ROSE ST,667,Single Pole,SINGLE POLE
POINT (-122.28311055383834 37.87880939940559),1499,ROSE,1493,563044.824958,94702,ROSE,1500,7.217,35,4192610.98275,SACRAMENTO ST,668,Single Pole,SINGLE POLE
POINT (-122.28287331717645 37.87888126732417),1549,SACRAMENTO,1501,563065.62735,94703,SACRAMENTO,1500,7.037,35,4192619.11718,ROSE ST,669,Single Pole,SINGLE POLE
POINT (-122.28299490665503 37.87879356243415),1549,SACRAMENTO,1501,563055.009108,94702,SACRAMENTO,1500,13.155,35,4192609.30342,SACRAMENTO ST,670,Single Pole,SINGLE POLE
POINT (-122.30138186517539 37.87922191433864),1399,6TH,1301,561437.644151,94710,6TH,816,-27.294,35,4192644.56502,GILMAN ST,671,Pole Mast,MASTARM POLE
POINT (-122.25673686007588 37.87561557914044),1899,LA LOMA,1801,565367.040106,94709,LA LOMA,2701,80.617,25,4192274.76888,HEARST AVE,672,Single Pole,SINGLE POLE
POINT (-122.26978676120638 37.88194830987729),2099,ROSE,2051,564213.839206,94709,ROSE,1400,46.668,35,4192968.3371,SHATTUCK AVE,673,Single Pole,SINGLE POLE
POINT (-122.27009807148205 37.881906004276836),2099,ROSE,2051,564186.499434,94709,ROSE,1400,40.307,35,4192963.42852,SHATTUCK AVE,674,Single Pole,SINGLE POLE
POINT (-122.2703249494741 37.88202634318062),2099,ROSE,2051,564166.443257,94709,ROSE,2089,46.882,35,4192976.62444,ROSE ST,675,Single Pole,SINGLE POLE
POINT (-122.27648537979682 37.88788985133964),1899,MONTEREY,1821,563619.652784,94707,MONTEREY,1100,43.475,35,4193622.97444,THE ALAMEDA,676,Single Pole,SINGLE POLE
POINT (-122.27652524600451 37.88798290122931),1899,MONTEREY,1821,563616.06685,94707,MONTEREY,1835,38.832,35,4193633.27135,MONTEREY AVE,677,Single Pole,SINGLE POLE
POINT (-122.24706909513054 37.880455744902925),0,,0,566212.960068,94720,,2301,315.763,25,4192818.61235,BANCROFT WAY,678,Single Pole,SINGLE POLE
POINT (-122.28280652163828 37.87658191703629),1499,CEDAR,1401,563073.462742,94702,CEDAR,1600,-0.315,35,4192364.04502,SACRAMENTO ST,679,Single Pole,SINGLE POLE
POINT (-122.28287760475044 37.8767396911965),1499,CEDAR,1401,563067.077019,94702,CEDAR,1564,-0.751,35,4192381.50186,SACRAMENTO ST,680,Single Pole,SINGLE POLE
POINT (-122.28267086511963 37.876607295586396),1623,SACRAMENTO,1601,563085.371847,94702,SACRAMENTO,1600,8.071,35,4192366.95268,SACRAMENTO ST,681,Single Pole,SINGLE POLE
POINT (-122.2993209914764 37.879853867373164),901,GILMAN,901,561618.356228,94710,GILMAN,901,-22.667,35,4192716.03998,GILMAN ST,682,Pole Mast,MASTARM POLE
POINT (-122.2992512442135 37.879704587674496),1399,8TH,1301,561624.614569,94710,8TH,924,-22.825,25,4192699.52315,GILMAN ST,683,Single Pole,SINGLE POLE
POINT (-122.29908720959362 37.87973250025413),1399,8TH,1301,561639.016465,94710,8TH,950,-26.305,25,4192702.72816,GILMAN ST,685,Single Pole,SINGLE POLE
POINT (-122.28247043033821 37.87663792036616),1521,CEDAR,1501,563102.97273,94702,CEDAR,1605,-0.259,35,4192370.48555,SACRAMENTO ST,686,Single Pole,SINGLE POLE
POINT (-122.28253734349141 37.87677022315318),1521,CEDAR,1501,563096.974531,94703,CEDAR,1501,-0.76,35,4192385.11923,CEDAR ST,687,Single Pole,SINGLE POLE
POINT (-122.28264808817532 37.876803842915216),1599,SACRAMENTO,1551,563087.206742,94703,SACRAMENTO,1501,5.513,35,4192388.77456,CEDAR ST,688,Single Pole,SINGLE POLE
POINT (-122.27384123419094 37.877871881601806),1899,CEDAR,1827,563860.81037,94703,CEDAR,1849,27.486,35,4192513.26631,CEDAR ST,689,Single Pole,SINGLE POLE
POINT (-122.27382175095661 37.87774499757877),1899,CEDAR,1827,563862.633082,94709,CEDAR,1600,24.971,35,4192499.20206,M L KING JR WAY,690,Single Pole,SINGLE POLE
POINT (-122.27360623502466 37.877755847138104),1699,MARTIN LUTHER KING J,1601,563881.57666,94709,MARTIN LUTHER KING J,1601,23.723,35,4192500.5534,M L KING JR WAY,691,Single Pole,SINGLE POLE
POINT (-122.27378645440729 37.87773358131266),1699,MARTIN LUTHER KING J,1601,563865.747389,94709,MARTIN LUTHER KING J,1600,28.836,35,4192497.95915,M L KING JR WAY,692,Pole Mast,MASTARM POLE
POINT (-122.27355377099646 37.87779813824218),1923,CEDAR,1901,563886.154587,94709,CEDAR,1601,24.286,35,4192505.28148,M L KING JR WAY,693,Single Pole,SINGLE POLE
POINT (-122.2735842624963 37.87790597115196),1923,CEDAR,1901,563883.380021,94709,CEDAR,1553,25.718,35,4192517.22456,M L KING JR WAY,694,Single Pole,SINGLE POLE
POINT (-122.26095825944543 37.879440814475274),2599,CEDAR,2517,564992.418247,94708,CEDAR,2500,87.995,35,4192696.2385,CEDAR ST,695,Single Pole,SINGLE POLE
POINT (-122.2692828843648 37.87846046374328),2099,CEDAR,2025,564261.179908,94709,CEDAR,1550,50.412,35,4192581.69987,SHATTUCK AVE,696,Single Pole,SINGLE POLE
POINT (-122.26923718285899 37.8783239292825),2099,CEDAR,2025,564265.318451,94709,CEDAR,1600,45.067,35,4192566.58307,SHATTUCK AVE,697,Single Pole,SINGLE POLE
POINT (-122.26905988398309 37.87834345191848),1649,SHATTUCK,1601,564280.893952,94709,SHATTUCK,1607,51.455,35,4192568.87098,SHATTUCK AVE,698,Single Pole,SINGLE POLE
POINT (-122.26911151189552 37.87833590058736),1649,SHATTUCK,1601,564276.359968,94709,SHATTUCK,1600,40.329,35,4192567.99772,SHATTUCK AVE,699,Single Pole,SINGLE POLE
POINT (-122.26700148689692 37.87875326502691),2199,CEDAR,2121,564461.559732,94709,CEDAR,1550,49.631,35,4192615.76023,OXFORD ST,700,Single Pole,SINGLE POLE
POINT (-122.26693220929084 37.87865714096249),2199,CEDAR,2121,564467.736239,94709,CEDAR,1600,50.457,35,4192605.14338,OXFORD ST,701,Single Pole,SINGLE POLE
POINT (-122.26678743213033 37.87865395548151),1699,OXFORD,1601,564480.471484,94709,OXFORD,2200,51.416,25,4192604.89059,CEDAR ST,702,Single Pole,SINGLE POLE
POINT (-122.26674797127633 37.87869057698464),2249,CEDAR,2201,564483.90981,94709,CEDAR,2200,52.147,35,4192608.98092,CEDAR ST,703,Single Pole,SINGLE POLE
POINT (-122.3014864527216 37.879388526780104),821,GILMAN,801,561428.307837,94710,GILMAN,821,-25.611,35,4192662.98185,GILMAN ST,704,Single Pole,SINGLE POLE
POINT (-122.2829016205809 37.87900406668967),1517,ROSE,1501,563063.033849,94703,ROSE,1501,6.252,35,4192632.72296,ROSE ST,705,Single Pole,SINGLE POLE
POINT (-122.26114854877818 37.87938406768791),2499,CEDAR,2447,564975.733491,94709,CEDAR,1600,110.392,35,4192689.80944,EUCLID AVE,706,Single Pole,SINGLE POLE
POINT (-122.2612213005186 37.87947742652507),2499,CEDAR,2447,564969.253643,94708,CEDAR,1592,105.681,35,4192700.11727,EUCLID AVE,707,Single Pole,SINGLE POLE
POINT (-122.2612065125518 37.87949790836762),2499,CEDAR,2447,564970.536323,94708,CEDAR,1592,102.095,35,4192702.39987,EUCLID AVE,708,Single Pole,SINGLE POLE
POINT (-122.27368152091738 37.87792294859077),1599,MARTIN LUTHER KING J,1501,563874.81188,94709,MARTIN LUTHER KING J,1553,29.025,35,4192519.04195,M L KING JR WAY,709,Pole Mast,MASTARM POLE
POINT (-122.26920478080118 37.880332378005704),1499,SHATTUCK,1451,564266.422569,94709,SHATTUCK,1495,45.742,35,4192789.44701,SHATTUCK AVE,710,Pole Mast,MASTARM POLE
POINT (-122.26931195652755 37.88032777072948),1499,SHATTUCK,1451,564257.000996,94709,SHATTUCK,1480,45.184,35,4192788.86171,SHATTUCK AVE,711,Single Pole,SINGLE POLE
POINT (-122.24552144258625 37.879102509967076),0,"CENTENNIAL, OA",0,566350.277728,94720,"CENTENNIAL, OA",2301,292.966,25,4192669.56679,BANCROFT WAY,712,Single Pole,SINGLE POLE
POINT (-122.24608630429425 37.87980301721694),0,"CENTENNIAL, OA",0,566299.974176,94720,"CENTENNIAL, OA",2301,303.725,25,4192746.8884,BANCROFT WAY,713,Single Pole,SINGLE POLE
POINT (-122.24597066142479 37.87981740831122),0,"CENTENNIAL, OA",0,566310.130924,94720,"CENTENNIAL, OA",2301,304.366,25,4192748.56718,BANCROFT WAY,714,Single Pole,SINGLE POLE
POINT (-122.24614033293042 37.879921597916216),0,"CENTENNIAL, OA",0,566295.116356,94720,"CENTENNIAL, OA",2301,303.89,25,4192760.00672,BANCROFT WAY,715,Pole Mast,MASTARM POLE
POINT (-122.24599896190024 37.87987829680176),0,"CENTENNIAL, OA",0,566307.587565,94720,"CENTENNIAL, OA",2301,313.655,25,4192755.30295,BANCROFT WAY,716,Single Pole,SINGLE POLE
POINT (-122.2958780026916 37.880357988199826),1399,SAN PABLO,1301,561920.717636,94702,SAN PABLO,1300,-18.506,35,4192774.25229,SAN PABLO AVE,717,Pole Mast,MASTARM POLE
POINT (-122.2706839858254 37.881948396509664),0,SHATTUCK,0,564134.93791,94709,SHATTUCK,2025,42.197,35,4192967.72998,ROSE ST,718,Single Pole,SINGLE POLE
POINT (-122.27052373090397 37.88185255452237),0,SHATTUCK,0,564149.113384,94709,SHATTUCK,1425,54.056,35,4192957.20539,HENRY ST,719,Single Pole,SINGLE POLE
POINT (-122.27033628505549 37.881881073221905),1449,SHATTUCK,1401,564165.572068,94709,SHATTUCK,2089,53.36,25,4192960.49863,ROSE ST,720,Single Pole,SINGLE POLE
POINT (-122.2829734989293 37.879012388995754),1499,SACRAMENTO,1401,563056.705405,94703,SACRAMENTO,1501,6.508,35,4192633.5975,ROSE ST,721,Pole Mast,MASTARM POLE
POINT (-122.28307760813837 37.8789876544092),1499,SACRAMENTO,1401,563047.570732,94702,SACRAMENTO,1475,3.609,35,4192630.78331,ROSE ST,722,Single Pole,SINGLE POLE
POINT (-122.29906329176728 37.8797844344837),933,GILMAN,933,561641.076751,94710,GILMAN,950,-20.998,35,4192708.5068,GILMAN ST,723,Pole Mast,MASTARM POLE
POINT (-122.29595458348162 37.880381252495674),1099,GILMAN,1049,561913.963609,94702,GILMAN,1300,-18.63,35,4192776.78221,SAN PABLO AVE,724,Single Pole,SINGLE POLE
POINT (-122.29600325274748 37.88056277704168),1099,GILMAN,1049,561909.53066,94706,GILMAN,1049,-18.395,35,4192796.89101,GILMAN ST,725,Single Pole,SINGLE POLE
POINT (-122.29605156312707 37.880499852053916),1099,GILMAN,1049,561905.335777,94706,GILMAN,1049,-19.074,35,4192789.87676,GILMAN ST,726,Pole Mast,MASTARM POLE
POINT (-122.29571742942139 37.88058431986074),1123,GILMAN,1101,561934.648849,94706,GILMAN,1299,-12.792,35,4192799.4706,SAN PABLO AVE,727,Pole Mast,MASTARM POLE
POINT (-122.29561921305233 37.880468701313234),1123,GILMAN,1101,561943.38327,94702,GILMAN,1301,-14.351,35,4192786.70755,SAN PABLO AVE,728,Pole Mast,MASTARM POLE
POINT (-122.2956103146043 37.88043591767153),1123,GILMAN,1101,561944.193403,94702,GILMAN,1301,-17.057,35,4192783.07645,SAN PABLO AVE,729,Single Pole,SINGLE POLE
POINT (-122.26714624083733 37.880440216977256),2199,VINE,2141,564447.359871,94709,VINE,2160,58.613,25,4192802.83192,VINE ST,730,Pole Mast,MASTARM POLE
POINT (-122.2672087224852 37.88053853739672),2199,VINE,2141,564441.779617,94709,VINE,2163,59.067,25,4192813.69758,VINE ST,731,Single Pole,SINGLE POLE
POINT (-122.26679302408827 37.878795984088214),1599,OXFORD,1501,564479.856064,94709,OXFORD,1555,51.844,25,4192620.64414,OXFORD ST,732,Single Pole,SINGLE POLE
POINT (-122.26698252896671 37.880442008840724),1599,OXFORD,1501,564461.755209,94709,OXFORD,1501,57.613,25,4192803.14362,OXFORD ST,733,Single Pole,SINGLE POLE
POINT (-122.26699312980858 37.88045766536297),1599,OXFORD,1501,564460.809388,94709,OXFORD,1501,50.021,25,4192804.87269,OXFORD ST,734,Single Pole,SINGLE POLE
POINT (-122.29915971229003 37.87990104533873),1299,8TH,1201,561632.500198,94710,8TH,933,-22.643,25,4192721.38121,GILMAN ST,735,Single Pole,SINGLE POLE
POINT (-122.29929489875606 37.87987720694192),1299,8TH,1201,561620.631188,94710,8TH,901,-26.012,25,4192718.64683,GILMAN ST,736,Pole Mast,MASTARM POLE
POINT (-122.27419660962069 37.88135505900314),1899,ROSE,1827,563826.550566,94703,ROSE,1408,29.079,35,4192899.489,M L KING JR WAY,737,Single Pole,SINGLE POLE
POINT (-122.27422202056779 37.88148072304086),1899,ROSE,1827,563824.207553,94709,ROSE,1346,30.28,35,4192913.41385,M L KING JR WAY,738,Single Pole,SINGLE POLE
POINT (-122.28342555203616 37.880972637181294),1499,HOPKINS,1451,563015.280477,94702,HOPKINS,1491,9.749,35,4192850.7857,HOPKINS ST,739,Pole Mast,MASTARM POLE
POINT (-122.28330125422748 37.88089594767183),1399,SACRAMENTO,1301,563026.275991,94702,SACRAMENTO,1330,6.033,35,4192842.36074,SACRAMENTO ST,740,Single Pole,SINGLE POLE
POINT (-122.28331368704978 37.88080635394199),1399,SACRAMENTO,1301,563025.259244,94702,SACRAMENTO,1330,3.229,35,4192832.41105,SACRAMENTO ST,741,Single Pole,SINGLE POLE
POINT (-122.30130497284313 37.87947916800208),1299,6TH,1201,561444.192349,94710,6TH,831,-25.706,25,4192673.15801,GILMAN ST,742,Pole Mast,MASTARM POLE
POINT (-122.28312906917313 37.88099530937933),1529,HOPKINS,1501,563041.333827,94702,HOPKINS,1325,5.92,35,4192853.50126,SACRAMENTO ST,743,Single Pole,SINGLE POLE
POINT (-122.28320938765289 37.88109132084995),1529,HOPKINS,1501,563034.188595,94707,HOPKINS,1505,7.475,35,4192864.09949,HOPKINS ST,744,Single Pole,SINGLE POLE
POINT (-122.27400288844531 37.88137151534406),1499,MARTIN LUTHER KING J,1401,563843.57216,94709,MARTIN LUTHER KING J,1401,29.964,35,4192901.4478,M L KING JR WAY,745,Single Pole,SINGLE POLE
POINT (-122.2741488168045 37.88132368063315),1499,MARTIN LUTHER KING J,1401,563830.78032,94703,MARTIN LUTHER KING J,1408,29.22,35,4192896.04002,M L KING JR WAY,746,Pole Mast,MASTARM POLE
POINT (-122.27396131667746 37.881436651174184),1919,ROSE,1901,563847.171609,94709,ROSE,1401,32.631,35,4192908.70256,M L KING JR WAY,747,Single Pole,SINGLE POLE
POINT (-122.27084035744235 37.88191752710075),2049,ROSE,2001,564121.212673,94709,ROSE,2025,41.807,35,4192964.19741,ROSE ST,748,Single Pole,SINGLE POLE
POINT (-122.27123777928334 37.88541227047766),2019,EUNICE,2001,564083.235038,94709,EUNICE,0,55.871,25,4193351.67314,BERRYMAN ST,749,Single Pole,SINGLE POLE
POINT (-122.27135486706334 37.885387139988794),2019,EUNICE,2001,564072.960442,94709,EUNICE,0,54.743,25,4193348.80449,BERRYMAN ST,750,Pole Mast,MASTARM POLE
POINT (-122.27141068480533 37.88552763779452),2019,EUNICE,2001,564067.931021,94707,EUNICE,0,51.647,25,4193364.35494,SUTTER ST,751,Single Pole,SINGLE POLE
POINT (-122.27652229694421 37.88813424203533),1099,THE ALAMEDA,1001,563616.196913,94707,THE ALAMEDA,1835,44.433,35,4193650.06487,MONTEREY AVE,752,Single Pole,SINGLE POLE
POINT (-122.27638781766801 37.88828317188198),1099,THE ALAMEDA,1001,563627.892997,94707,THE ALAMEDA,0,38.171,35,4193666.68068,MONTEREY AVE,753,Single Pole,SINGLE POLE
POINT (-122.27639884814886 37.888701802040806),1099,THE ALAMEDA,1001,563626.562839,94707,THE ALAMEDA,0,44.271,35,4193713.12106,MONTEREY AVE,754,Single Pole,SINGLE POLE
POINT (-122.27108157741527 37.88545264010808),2099,EUNICE,2021,564096.935573,94709,EUNICE,2026,53.369,25,4193356.25958,EUNICE ST,755,Single Pole,SINGLE POLE
POINT (-122.26700732416595 37.88061051970004),1499,OXFORD,1401,564459.428267,94709,OXFORD,1449,54.499,25,4192821.82302,OXFORD ST,756,Single Pole,SINGLE POLE
POINT (-122.26715380188632 37.8805757081111),1499,OXFORD,1401,564446.576965,94709,OXFORD,2163,54.95,25,4192817.8596,VINE ST,757,Single Pole,SINGLE POLE
POINT (-122.26719590504403 37.882253016554834),1499,OXFORD,1401,564441.412162,94709,OXFORD,2200,58.84,25,4193003.93157,ROSE ST,758,Single Pole,SINGLE POLE
POINT (-122.2673277344431 37.882246719623105),1499,OXFORD,1401,564429.824611,94709,OXFORD,1400,58.714,25,4193003.14153,OXFORD ST,759,Single Pole,SINGLE POLE
POINT (-122.27400756690832 37.881533424034814),1399,MARTIN LUTHER KING J,1301,563843.020832,94709,MARTIN LUTHER KING J,1909,37.395,35,4192919.40774,ROSE ST,760,Single Pole,SINGLE POLE
POINT (-122.27404788595582 37.881547368682284),1399,MARTIN LUTHER KING J,1301,563839.463044,94709,MARTIN LUTHER KING J,1909,34.591,35,4192920.92793,ROSE ST,761,Pole Mast,MASTARM POLE
POINT (-122.2741769713632 37.88151390118915),1399,MARTIN LUTHER KING J,1301,563828.140621,94709,MARTIN LUTHER KING J,1346,28.933,35,4192917.12606,M L KING JR WAY,762,Single Pole,SINGLE POLE
POINT (-122.27248173895279 37.888743978523415),2013,HOPKINS,1963,563970.964107,94707,HOPKINS,1995,47.059,25,4193720.47985,EL DORADO AVE,763,Pole Mast,MASTARM POLE
POINT (-122.27245991178702 37.88838004278734),1123,SUTTER,1101,563973.19856,94707,SUTTER,1100,47.288,25,4193680.11488,SUTTER ST,764,Single Pole,SINGLE POLE
POINT (-122.27247619256144 37.888547854385294),1123,SUTTER,1101,563971.621829,94707,SUTTER,1105,45.677,25,4193698.7226,SUTTER ST,765,Single Pole,SINGLE POLE
POINT (-122.27228710900962 37.88857414789943),1123,SUTTER,1101,563988.225212,94707,SUTTER,1105,48.792,25,4193701.77032,SUTTER ST,766,Pole Mast,MASTARM POLE
POINT (-122.27224933309526 37.88847155405974),1123,SUTTER,1101,563991.636076,94707,SUTTER,1105,46.836,25,4193690.41254,SUTTER ST,767,Single Pole,SINGLE POLE
POINT (-122.28801090208901 37.888615365987036),1441,"MARIN, AL",1407,562605.570281,94707,"MARIN, AL",1519,-3.049,35,4193695.67524,SOLANO AVE,768,Pole Mast,MASTARM POLE
POINT (-122.29271716193085 37.88763030507938),0,"MARIN, AL",0,562192.569766,94706,"MARIN, AL",1201,-10.75,35,4193583.23294,EVELYN AVE,769,Single Pole,SINGLE POLE
POINT (-122.29281156899586 37.88780915739352),0,"MARIN, AL",0,562184.11761,94706,"MARIN, AL",1201,-10.588,35,4193603.01378,EVELYN AVE,770,Pole Mast,MASTARM POLE
POINT (-122.27496763115828 37.885563651936216),1199,THE ALAMEDA,1147,563755.118204,94707,THE ALAMEDA,1161,33.987,35,4193365.91367,THE ALAMEDA,771,Pole Mast,MASTARM POLE
POINT (-122.27130396195447 37.88555408168614),1199,SUTTER,1171,564077.292574,94707,SUTTER,0,53.071,25,4193367.3618,SUTTER ST,772,Single Pole,SINGLE POLE
POINT (-122.2711228644304 37.88555647734868),1199,SUTTER,1171,564093.215588,94709,SUTTER,2061,51.647,25,4193367.75249,EUNICE ST,773,Single Pole,SINGLE POLE
